name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
maeve l mccarthy,murray state university,,,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
kyle petersen,depaul university,669,14,,A Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
yousuf george,nazareth college,,,,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
quinn a morris,appalachian state university,,,2017,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
amy ksir,united states naval academy,,,2009,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
priscilla bremser,middlebury college,71,4,1984,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
melanie pivarski,roosevelt university,,,2006,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
robert davis,colgate university,,,2015,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
amy wehe,fitchburg state university,,,2005,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
margaret morrow,suny plattsburgh,,,1994,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
mark branson,stevenson university,,,2010,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
stephanie salomone,university of portland,,,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
gabriel sosa castillo,colgate university,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
jennifer danae berg,fitchburg state university,,,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
iian smythe,rutgers university,,,,A Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
federico ardila,san francisco state university,1204,19,2003,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
erica shannon,pierce college,,,2016,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
susan d'agostino,,,,2003,A Only,woman,nothighered,,,,,,,,FALSE,,FALSE
everett howe,,852,16,1993,A Only,man,nothighered,,,,,,,,FALSE,,FALSE
carol schumacher,kenyon college,,,1989,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
kathi crow,salem state university,,,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
shelby m scott,university of tennessee,4,1,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,other,other ,FALSE,,FALSE
robin t wilson,cal poly pomona,,,,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
anthony bonato,ryerson university,2031,20,1998,A Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
kelly black,university of georgia,,,1992,A Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
dylan poulsen,washington college,58,5,2015,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
marissa kawehi loving,georgia institute of technology,,,,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
nina white,university of michigan,46,4,2012,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
robert w vallin,lamar university,166,6,1991,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
yemeen ayub,george mason university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
rebecca rg,george mason university,,,2016,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
ami radunskaya,pomona college,1999,14,1992,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
bruce yoshiwara,los angeles pierce college,,,1988,A Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,FALSE,,FALSE
henry adams,colorado state university,653,12,2013,A Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
jacqueline a hall,longwood university,,,,A Only,woman,highered,domesticother,lessri,,retired,moresecure,math,mathstat,FALSE,,FALSE
therese shelton,southwestern university,,,1987,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
joe moeller,university of california riverside,19,3,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
erika roldan,ohio state university,5,1,2018,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
diego a robayo bargans,universidad de los andes,,,,A Only,man,highered,international,moreri,colombia,,,math,mathstat,FALSE,,FALSE
david murrugarra,university of kentucky,320,9,2012,A Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
amy parrott,university of wisconsin oshkosh,,,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
marla williams,university of nebraska,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
alison lynch,california state university monterey bay,57,3,2015,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
edgar fuller,florida international university,,,,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,5,FALSE
sarah griffith,brown university,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
kathryn leonard,occidental college,428,6,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,comp,other ,FALSE,,FALSE
kate owens,college of charleston,5,2,,A Only,woman,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
kay kirkpatrick,university of illinois,340,8,2007,A Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
tyler chen,university of washington,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
sara l uckelman,durham university,277,11,,A Only,woman,highered,international,moreri,united kingdom,assistant,lesssecure,other,other ,FALSE,,FALSE
emerald stacy,washington college,,,2018,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
christopher duffy,university of saskatchewan,31,3,2015,A Only,man,highered,international,moreri,canada,assistant,lesssecure,math,mathstat,FALSE,,FALSE
sang il oum,institute for basic science kaist,1899,19,2005,A Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
christopher yakes,salem state university,,,2005,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
gulden karakok,university of northern colorado,,,2009,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
timothy e goldberg,lenoirrhyne university,,,1984,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
erin meger,ryerson university,,,2008,A Only,woman,highered,international,moreri,canada,grad,lesssecure,math,mathstat,FALSE,,FALSE
emily winn,brown university,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
christopher hanusa,queens college of cuny,216,9,2005,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
volker ecke,westfield state university,,,2003,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
matthew g jones,california state university dominguez hills,36,3,2005,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
jen mei chang,california state university long beach,401,12,2008,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
natalia garcia colin,sociedad matematica mexicana,38,4,,A Only,woman,highered,international,moreri,mexico,,,,,FALSE,,FALSE
matthew cathey,wofford college,,,2006,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
david desjardins,mit corporation,,,,A Only,man,nothighered,,,,,,,,FALSE,,FALSE
erin wolf chambers,saint louis university,,,,A Only,woman,highered,domesticr2,lessri,,professor,moresecure,comp,other ,FALSE,,FALSE
lior pachter,california institute of technology,67694,65,1999,A Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
jessalyn bolkema,harvey mudd college,9,1,2018,A Only,woman,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
amy velchoff,texas state university,,,,A Only,woman,highered,domesticr2,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
milos savic,university of oklahoma,118,7,2012,A Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
darren glass,gettysburg college,,,,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
justin lanier,georgia institute of technology,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
cynthia wyels,california state university channel islands,,,1994,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
emilie hancock,central washington university,,,2018,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
brandy s wiegers,central washington university,46,3,2008,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
andrew bernoff,harvey mudd college,2118,27,2011,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
blake farman,lafayette college,3,1,2018,A Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
jessie oehrlein,columbia university,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
m drew lamar,college of william and mary,352,9,,A Only,man,highered,domesticr2,lessri,,associate,moresecure,other,other ,FALSE,,FALSE
sue vanhattum,contra costa college,,,,A Only,woman,highered,domesticother,lessri,,,,math,mathstat,FALSE,,FALSE
vicki lynn holmes,hope college,,,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,mathed,mathed,FALSE,,FALSE
phong le,goucher college,,,2009,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
robert t jantzen,villanova university,2439,27,1978,A Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
suzanne sindi,university of california merced,845,13,2006,A Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
elizabeth kersey,university of northern colorado,,,,A Only,woman,highered,domesticother,lessri,,ntt,lesssecure,mathed,mathed,FALSE,,FALSE
neha gupta,georgia institute of technology,,,2012,A Only,woman,highered,domesticr1,moreri,,,,math,mathstat,FALSE,,FALSE
danielle champney,cal poly san luis obispo,,,2013,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
jonas d'andrea,westminster college utah,,,2008,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
janine wittwer,westminster college utah,,,2000,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
carolyn james,university of portland,,,,A Only,woman,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
john zobitz,augsburg university,413,8,2007,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
christine von renesse,westfield state university,,,2007,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
andrew schaffner,cal poly san luis obispo,1662,11,,A Only,man,highered,domesticother,lessri,,professor,moresecure,stat,mathstat,FALSE,,FALSE
mario banuelos,california state university fresno,49,4,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
vikram kamat,villanova university,,,2011,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
matthew ando,university of illinois,996,16,1992,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,301,FALSE
renzo cavalieri,colorado state university,,,2005,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,204,FALSE
hannah highlander,university of portland,178,6,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
yan zhuang,davidson college,,,2018,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
nicholas battista,college of new jersey,87,6,2017,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
anne m ho,university of tennessee,5,1,2015,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,0,FALSE
matthias beck,san francisco state university,2606,26,2000,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
aaron weinberg,ithaca college,660,10,2005,A Only,man,highered,domesticother,lessri,,professor,moresecure,mathed,mathed,FALSE,,FALSE
malena espanol,arizona state university,180,5,2009,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
alexander halperin,salisbury university,,,2014,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
bradley elliott,emory university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
jonathan j white,coe college,,,2002,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
peter chi,villanova university,,,2013,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
jess ellis hagman,colorado state university,385,10,,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
christopher r lee,university of portland,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
peter muller,villanova university,,,2014,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
amzi jeffs,university of washington,35,4,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
sarah bryant,dickinson college,,,,A Only,woman,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
rachel skipper,ohio state university,10,1,2018,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
chloe urbanski wawrzyniak,rutgers university,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
cory colbert,washington and lee university,,,2017,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
eduardo dueez,university of texas at san antonio,216,8,,A Only,man,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
susan goldstine,st marys college of maryland,,,1998,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
martha shott,sonoma state university,,,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
maddie schroth glanz,cal poly san luis obispo,,,,A Only,woman,highered,domesticother,lessri,,ntt,lesssecure,stat,mathstat,FALSE,,FALSE
lorraine franco,gwinnett county public schools,,,,A Only,woman,nothighered,,,,,,,,FALSE,,FALSE
matthew k voigt,university of california san diego,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,mathed,mathed,FALSE,,FALSE
michael t schultz,utah state university,,,2002,A Only,man,highered,domesticr2,lessri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
corrine yap,rutgers university,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
andrä_ä__s r vindas melä_ä__ndez,university of kentucky,4,1,1986,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
lily khadjavi,loyola marymount university,,,1999,A Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
rebecca swanson,colorado school of mines,67,2,2010,A Only,woman,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
erin r moss,millersville university,,,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,mathed,mathed,FALSE,,FALSE
jaclyn anderson,university of nebraska omaha,,,2006,A Only,woman,,domesticr2,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
ziva myer,duke university,,,2017,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
meredith sargent,university of arkansas,,,2018,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
rebecca santorella,brown university,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
elizabeth gross,university of hawaii at manoa,336,12,2013,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,stat,mathstat,FALSE,,FALSE
rachel vale,portland state university,,,,A Only,woman,highered,domesticr2,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
leonardo javier rodriguez gutierrez,university of illinois,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
erin angelini,university of washington,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
marta civil,university of arizona,,,1990,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,mathed,mathed,FALSE,,FALSE
emilie wiesner,ithaca college,368,10,2005,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
xiao xiao,utica college,,,,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
michael vischak,kinkaid school,,,,A Only,man,nothighered,,,,,,,,FALSE,,FALSE
k g valente,colgate university,,,,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
martha precup,washington university in st louis,,,,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
christian jah,university of goettingen,21,3,,A Only,man,highered,international,moreri,germany,,,math,mathstat,FALSE,,FALSE
cristina runnalls,cal poly pomona,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,mathed,mathed,FALSE,,FALSE
andrea arauza rivera,california state university east bay,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
dave kung,st marys college of maryland,,,,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
lisa bromberg,springfield college,,,2015,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
anna haensch,duquesne university,,,2013,A Only,woman,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
elizabeth thoren,pepperdine university,,,,A Only,woman,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
mike tait,villanova university,178,26,,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
josh laison,willamette university,181,7,,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
amanda knecht,villanova university,24,3,2007,A Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
jodi mcwhirter,washington university in st louis,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
benjamin dickman,hewitt school,35,3,2014,A Only,man,nothighered,,,,,,,,FALSE,,FALSE
priya v prasad,university of texas at san antonio,1,1,,A Only,woman,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
moira mcdermott,syracuse university,63,4,1996,A Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
rosalyn lapier,university of montana,42,3,,A Only,woman,highered,domesticr2,lessri,,associate,moresecure,other,other ,FALSE,,FALSE
michael lacey,georgia institute of technology,4532,31,1987,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1978,FALSE
xander faber,ida center for computing analysis,,,2008,A Only,man,nothighered,,,,,,,,FALSE,,FALSE
john golden,grand valley state university,,,1997,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
debra k borkovitz,boston university,,,1992,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,0,FALSE
maria g martinez,arizona state university,,,1998,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
dave jensen,university of kentucky,,,,A Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
alexandra newlon,colgate university,,,,A Only,woman,highered,domesticother,lessri,,undergrad,lesssecure,math,mathstat,FALSE,,FALSE
brian l walter,evergreen state college,,,2011,A Only,man,highered,domesticother,lessri,,,,math,mathstat,FALSE,,FALSE
matilde lalin,university of montreal,419,12,,A Only,woman,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
luiza coelho,california institute of technology,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,other,other ,FALSE,,FALSE
geoffrey buhl,california state university channel islands,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
james sheldon,university of arizona,17,2,,A Only,man,,,,,,,,,FALSE,,FALSE
daniel reinholz,san diego state university,604,12,2014,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,,,FALSE,,FALSE
olivia borghi,university of washington,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
natalie sheils,unitedhealth group,,,,A Only,woman,nothighered,,,,,,,,FALSE,,FALSE
holly swisher,oregon state university,191,8,2005,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,64,FALSE
madeline brandt,university of california berkeley,33,3,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
kameryn williams,university of hawaii at manoa,,,2018,A Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
frank a farris,santa clara university,,,1981,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
sam fleischer,university of california davis,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
catherine buell,fitchburg state university,14,2,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
piper h,university of hawaii at manoa,,,,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
belin tsinnajinnie,santa fe community college,,,,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
amber rosin,cal poly pomona,,,2003,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
samuel iselin,georgia institute of technology,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
michael wills,layton christian academy,,,,A Only,man,nothighered,,,,,,,,FALSE,,FALSE
amie wilkinson,university of chicago,1971,25,1995,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,783,FALSE
karen clark,college of new jersey,,,1992,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
kisun lee,georgia institute of technology,20,2,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
kimberly a roth,juniata college,27,2,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
nicholas fortune,western kentucky university,24,3,2018,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
michael robert,university of the sciences,,,2013,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
ashlee kalauli,university of california santa barbara,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
inbar klang,columbia university,,,,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
paige helms,university of washington,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
rob oakley,temple university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
kathryn van etten,university of nebraska,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
rebecca gasper,creighton university,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
michael dougherty,colby college,,,2018,A Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
japheth wood,bard college,,,1997,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
amy beth prager,ncwit,,,1999,A Only,woman,nothighered,,,,,,,,FALSE,,FALSE
daniel pollack,university of washington,1125,19,1991,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,504,FALSE
timothy ferdinands,alfred university,,,2010,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
andres mejia,university of pennsylvania,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
spencer hamblen,mcdaniel college,,,2005,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
aris winger,georgia gwinnett college,,,2005,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
david dynerman,chan zuckerberg biohub,,,,A Only,man,nothighered,,,,,,,,FALSE,,FALSE
mindy capaldi,valparaiso university,27,4,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
joshua wiscons,california state university sacramento,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
doug burkholder,lenoirrhyne university,,,,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
parker glynn adey,university of toronto,,,,A Only,man,highered,international,moreri,canada,assistant,lesssecure,math,mathstat,FALSE,,FALSE
claudio gä_ä__mez gonzä_ä__les,university of chicago,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
robert kelvey,college of wooster,,,2016,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
natalie downey,university of colorado,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
"joseph e hibdon, jr",northeastern illinois university,,,,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
alexander hoover,university of akron,71,5,2015,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
charles d camp,cal poly san luis obispo,,,1987,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
dominic canzanese,villanova university,,,,A Only,man,highered,domesticr2,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
ajeet gary,new york university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
valerie peterson,university of portland,,,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
