,name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
218,kameryn williams,university of hawaii at manoa,,,2018.0,A Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,False,,False
219,frank a farris,santa clara university,,,1981.0,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
220,sam fleischer,university of california davis,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
221,catherine buell,fitchburg state university,14.0,2.0,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
222,piper h,university of hawaii at manoa,,,,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,False,,False
223,belin tsinnajinnie,santa fe community college,,,,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
224,amber rosin,cal poly pomona,,,2003.0,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
225,samuel iselin,georgia institute of technology,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
226,michael wills,layton christian academy,,,,A Only,man,nothighered,,,,,,,,False,,False
227,amie wilkinson,university of chicago,1971.0,25.0,1995.0,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,783.0,False
228,karen clark,college of new jersey,,,1992.0,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
229,kisun lee,georgia institute of technology,20.0,2.0,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
230,kimberly a roth,juniata college,27.0,2.0,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
231,nicholas fortune,western kentucky university,24.0,3.0,2018.0,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
232,michael robert,university of the sciences,,,2013.0,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
233,ashlee kalauli,university of california santa barbara,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
234,inbar klang,columbia university,,,,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
235,paige helms,university of washington,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
236,rob oakley,temple university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
237,kathryn van etten,university of nebraska,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
238,rebecca gasper,creighton university,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
239,michael dougherty,colby college,,,2018.0,A Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,False,,False
240,japheth wood,bard college,,,1997.0,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
241,amy beth prager,ncwit,,,1999.0,A Only,woman,nothighered,,,,,,,,False,,False
242,daniel pollack,university of washington,1125.0,19.0,1991.0,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,504.0,False
243,timothy ferdinands,alfred university,,,2010.0,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
244,andres mejia,university of pennsylvania,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
245,spencer hamblen,mcdaniel college,,,2005.0,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
246,aris winger,georgia gwinnett college,,,2005.0,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
247,david dynerman,chan zuckerberg biohub,,,,A Only,man,nothighered,,,,,,,,False,,False
248,mindy capaldi,valparaiso university,27.0,4.0,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
249,joshua wiscons,california state university sacramento,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
250,doug burkholder,lenoirrhyne university,,,,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
251,parker glynn adey,university of toronto,,,,A Only,man,highered,international,moreri,canada,assistant,lesssecure,math,mathstat,False,,False
252,claudio gä_ä__mez gonzä_ä__les,university of chicago,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
253,robert kelvey,college of wooster,,,2016.0,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
254,natalie downey,university of colorado,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
255,"joseph e hibdon, jr",northeastern illinois university,,,,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
256,alexander hoover,university of akron,71.0,5.0,2015.0,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,False,,False
257,charles d camp,cal poly san luis obispo,,,1987.0,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
258,dominic canzanese,villanova university,,,,A Only,man,highered,domesticr2,lessri,,ntt,lesssecure,math,mathstat,False,,False
259,ajeet gary,new york university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
260,valerie peterson,university of portland,,,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
261,vanessa aguirre,san francisco state university,,,,A Only,woman,highered,domesticother,lessri,,,,math,mathstat,False,,False
262,michole washington,university of michigan,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
263,jo hardin,pomona college,,,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
264,mollee shultz,university of michigan,3.0,1.0,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,mathed,mathed,False,,False
265,michelle snider,ida center for computing analysis,,,2010.0,A Only,woman,highered,domesticr1,moreri,,,,,,False,,False
266,michael s gagliardo,california lutheran university,,,2007.0,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
267,eliza gallagher,clemson university,,,,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,mathed,mathed,False,,False
268,monica vandieren,robert morris university,532.0,12.0,2002.0,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
269,hayley milbourne,university of san diego,,,,A Only,woman,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,False,,False
270,ander erickson,university of washington tacoma,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,mathed,mathed,False,,False
271,thomas dick,oregon state university,,,1984.0,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,0.0,False
272,cody l patterson,texas state university,,,2010.0,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,mathed,mathed,False,,False
273,patrick bahls,university of north carolina asheville,,,,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
274,chris rasmussen,san diego state university,3827.0,33.0,1997.0,A Only,man,highered,domesticr2,lessri,,professor,moresecure,mathed,mathed,False,,False
275,tim mceldowney,west virginia university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
276,maia averett,mills college,,,2008.0,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
277,nicole infante,west virginia university,302.0,8.0,2007.0,A Only,woman,highered,domesticr1,moreri,,associate,moresecure,mathed,mathed,False,,False
278,karoline pershell,association for women in mathematics,,,2010.0,A Only,woman,nothighered,,,,,,,,False,,False
279,prateek kunwar,university of hawaii at manoa,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
280,stephanie garofalo,georgia state university,,,,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
281,nicole eikmeier,grinnell college,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
282,widodo samyono,jarvis christian college,17.0,2.0,2005.0,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
283,katrin wehrheim,university of california berkeley,,,2002.0,A Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,True,,False
284,nate brown,pennsylvania state university,90.0,6.0,,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,896.0,False
285,travis morrison,university of waterloo,,,2018.0,A Only,man,highered,international,moreri,canada,ntt,lesssecure,other,other ,False,,False
286,cameron byerley,university of georgia,,,,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,mathed,mathed,False,,False
287,taro shima,city college of new york,,,,A Only,man,highered,domesticr2,lessri,,grad,lesssecure,math,mathstat,False,,False
288,william worden,rice university,,,,A Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,False,,False
289,emily braley,harvard university,,,2012.0,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,mathed,mathed,False,,False
290,kamuela yong,university of hawaii west oahu,35.0,4.0,2012.0,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
291,krista bresock,west virginia university,,,,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,False,,False
292,mary e pilgrim,san diego state university,35.0,3.0,,A Only,woman,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,False,,False
293,sasha townsend,tulsa community college,,,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
294,pamela e harris,williams college,,,2012.0,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
295,sally collins,georgia institute of technology,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
296,elaine lande,university of michigan,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
297,travis shrontz,georgia institute of technology,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,comp,other ,False,,False
298,pierre albin,university of illinois,431.0,11.0,2005.0,A Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
299,emily cilli turner,university of la verne,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
300,elizabeth munch,michigan state university,406.0,12.0,2013.0,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
301,emily riehl,johns hopkins university,1026.0,18.0,2011.0,A Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
302,eileen fernandez,montclair state university,,,1998.0,A Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,False,,False
303,rosalie bä_ä__langer rioux,mcgill university,,,,A Only,woman,highered,international,moreri,canada,ntt,lesssecure,math,mathstat,False,,False
304,justin troyka,york university,9.0,2.0,2018.0,A Only,man,highered,international,moreri,canada,ntt,lesssecure,math,mathstat,False,,False
305,amanda hattaway,wentworth institute of technology,,,2004.0,A Only,woman,highered,domesticother,lessri,,staff,lesssecure,math,mathstat,False,,False
306,anschel schaffer cohen,university of pennsylvania,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
307,eric kuennen,university of wisconsin oshkosh,,,2001.0,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
308,andrea heald,university of washington,,,,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,False,,False
309,marianne korten,kansas state university,,,,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,41.0,False
310,joshua batson,chan zuckerberg biohub,729.0,7.0,2014.0,A Only,man,nothighered,,,,,,,,False,,False
311,karen thomas,edgewood college,,,1995.0,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
312,johanna franklin,hofstra university,,,2007.0,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
313,eric eager,pro football focus,158.0,7.0,1993.0,A Only,man,nothighered,,,,,,,,False,,False
314,emily olson,millikin university,,,2017.0,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
315,geillan aly,university of hartford,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,mathed,mathed,False,,False
316,caitlin beecham,georgia institute of technology,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
317,irma cruz white,chipola college,,,2003.0,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
318,casey monday,university of cincinnati,,,2014.0,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
319,steven clontz,university of south alabama,,,2015.0,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,False,,False
320,caglar uyanik,yale university,58.0,4.0,2017.0,A Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
321,martha byrne,sonoma state university,,,2014.0,A Only,woman,highered,domesticother,lessri,,professor,moresecure,mathed,mathed,False,,False
322,cameron d hill,wesleyan university,,,2010.0,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
323,stacy musgrave,cal poly pomona,116.0,5.0,2013.0,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
324,david futer,temple university,847.0,15.0,2005.0,A Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
325,suzanne lynch boyd,university of wisconsin milwaukee,,,2002.0,A Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
